timestamp,x,y,z
1673588572.492,0.362948,0.967319,0.701860
1673588572.502,0.972201,0.826275,0.209853
1673588572.512,0.924078,0.259033,0.309131
1673588572.522,0.457673,0.909038,0.282611
1673588572.532,0.125574,0.747215,0.088747
1673588572.542,0.720389,0.903033,0.631878
1673588572.552,0.108347,0.923388,0.469075
1673588572.562,0.283718,0.745675,0.790379
1673588572.572,0.571336,0.951776,0.847869
1673588572.582,0.560072,0.463341,0.812351
1673588572.592,0.224890,0.910137,0.041464
1673588572.602,0.936914,0.721261,0.890809
1673588572.612,0.860334,0.306883,0.749151
1673588572.622,0.655164,0.886420,0.804000
1673588572.632,0.796735,0.105396,0.641006
1673588572.642,0.464086,0.364272,0.551086
1673588572.652,0.108092,0.634844,0.399403
1673588572.662,0.986159,0.537860,0.656783
1673588572.672,0.613376,0.881490,0.456581
1673588572.682,0.962574,0.959299,0.865210
1673588572.692,0.871056,0.757693,0.847533
1673588572.702,0.510237,0.144816,0.905598
1673588572.712,0.409952,0.384432,0.506758
1673588572.722,0.237466,0.955432,0.067681
1673588572.732,0.313399,0.750674,0.407406
1673588572.742,0.723837,0.400407,0.655389
1673588572.752,0.849698,0.750054,0.000588
1673588572.762,0.859913,0.594936,0.146448
1673588572.772,0.219158,0.902783,0.215217
1673588572.782,0.630455,0.304315,0.357798
1673588572.792,0.855170,0.270641,0.301183
1673588572.802,0.640253,0.827673,0.714605
1673588572.812,0.735130,0.081693,0.887999
1673588572.822,0.076896,0.598324,0.496047
1673588572.832,0.555249,0.928718,0.767308
1673588572.842,0.720282,0.927281,0.869699
1673588572.852,0.420113,0.874483,0.635523
1673588572.862,0.299567,0.580243,0.311105
1673588572.872,0.324896,0.434271,0.970083
1673588572.882,0.084157,0.024683,0.796848
1673588572.892,0.823084,0.582811,0.797569
1673588572.902,0.637382,0.835630,0.596263
1673588572.912,0.185381,0.125284,0.634811
1673588572.922,0.062582,0.788537,0.991805
1673588572.932,0.924511,0.862657,0.509649
1673588572.942,0.141811,0.946703,0.254367
1673588572.952,0.973433,0.769627,0.903267
1673588572.962,0.510413,0.595127,0.741650
1673588572.972,0.552556,0.121773,0.863035
1673588572.982,0.405886,0.164726,0.729076
1673588572.992,0.196965,0.584794,0.883694
1673588573.002,0.774024,0.338595,0.259335
1673588573.012,0.378834,0.941281,0.282561
1673588573.022,0.084360,0.871980,0.969009
1673588573.032,0.928518,0.187867,0.874699
1673588573.042,0.035721,0.796023,0.872001
1673588573.052,0.412527,0.068381,0.932636
1673588573.062,0.464406,0.826825,0.858833
1673588573.072,0.960671,0.070474,0.526895
1673588573.082,0.059212,0.981580,0.852509
1673588573.092,0.547191,0.572801,0.284777
1673588573.102,0.517632,0.681148,0.043478
1673588573.112,0.113698,0.433782,0.669333
1673588573.122,0.212529,0.570881,0.405392
1673588573.132,0.523637,0.661890,0.681512
1673588573.142,0.402404,0.792401,0.495127
1673588573.152,0.874070,0.583206,0.710012
1673588573.162,0.852187,0.347231,0.874818
1673588573.172,0.215824,0.818816,0.166607
1673588573.182,0.089599,0.477494,0.409416
1673588573.192,0.779586,0.150557,0.345921
1673588573.202,0.697714,0.102673,0.352717
1673588573.212,0.000785,0.846605,0.076105
1673588573.222,0.115690,0.674088,0.638298
1673588573.232,0.464736,0.192045,0.597537
1673588573.242,0.385483,0.406149,0.601810
1673588573.252,0.214860,0.367515,0.585637
1673588573.262,0.958312,0.743490,0.520609
1673588573.272,0.823123,0.211452,0.955381
1673588573.282,0.586203,0.115525,0.569229
1673588573.292,0.934458,0.744517,0.336422
1673588573.302,0.590917,0.437843,0.733867
1673588573.312,0.874058,0.295114,0.262458
1673588573.322,0.822034,0.141261,0.559529
1673588573.332,0.846906,0.044976,0.020785
1673588573.342,0.649327,0.791552,0.216620
1673588573.352,0.701752,0.038168,0.057318
1673588573.362,0.447552,0.104183,0.592589
1673588573.372,0.600281,0.496063,0.452580
1673588573.382,0.696304,0.311567,0.116173
1673588573.392,0.626553,0.353840,0.355966
1673588573.402,0.896060,0.659482,0.845975
1673588573.412,0.514857,0.495563,0.932697
1673588573.422,0.542538,0.556171,0.285471
1673588573.432,0.800963,0.955793,0.193923
1673588573.442,0.724227,0.036448,0.485493
1673588573.452,0.852375,0.081805,0.460124
1673588573.462,0.695536,0.098829,0.073904
1673588573.472,0.048137,0.890053,0.385828
1673588573.482,0.519836,0.102472,0.761484
1673588573.492,0.575555,0.526281,0.931985
1673588573.502,0.703345,0.805439,0.692733
1673588573.512,0.766460,0.410861,0.039544
1673588573.522,0.129594,0.432947,0.801462
1673588573.532,0.817544,0.372924,0.981635
1673588573.542,0.392819,0.143280,0.362482
1673588573.552,0.375208,0.260648,0.049283
1673588573.562,0.849325,0.054474,0.813006
1673588573.572,0.961574,0.411427,0.693987
1673588573.582,0.865742,0.234815,0.626990
1673588573.592,0.278664,0.952019,0.393813
1673588573.602,0.819497,0.560653,0.763255
1673588573.612,0.895827,0.303780,0.923087
1673588573.622,0.238796,0.354467,0.263056
1673588573.632,0.304729,0.048805,0.740132
1673588573.642,0.828046,0.873683,0.975604
1673588573.652,0.529088,0.800982,0.770296
1673588573.662,0.813651,0.151020,0.512998
1673588573.672,0.973052,0.563645,0.549452
1673588573.682,0.660337,0.397885,0.303261
1673588573.692,0.346541,0.361127,0.116316
1673588573.702,0.480883,0.394155,0.290345
1673588573.712,0.802522,0.845389,0.349104
1673588573.722,0.782186,0.244895,0.162052
1673588573.732,0.715741,0.826301,0.601644
1673588573.742,0.735788,0.321508,0.170558
1673588573.752,0.320158,0.582575,0.460057
1673588573.762,0.100202,0.764076,0.652887
1673588573.772,0.496924,0.356062,0.818758
1673588573.782,0.965961,0.979024,0.143127
1673588573.792,0.387594,0.706162,0.034721
1673588573.802,0.510565,0.006544,0.625888
1673588573.812,0.861101,0.183852,0.314901
1673588573.822,0.308052,0.725850,0.442627
1673588573.832,0.670848,0.759337,0.720819
1673588573.842,0.924454,0.058133,0.613960
1673588573.852,0.995243,0.888329,0.090941
1673588573.862,0.162333,0.471951,0.738634
1673588573.872,0.228735,0.056203,0.523760
1673588573.882,0.248732,0.815234,0.806371
1673588573.892,0.990416,0.035491,0.895268
1673588573.902,0.737184,0.559400,0.862599
1673588573.912,0.490546,0.410195,0.267428
1673588573.922,0.901877,0.214988,0.923685
1673588573.932,0.792678,0.940934,0.613318
1673588573.942,0.751781,0.832056,0.980702
1673588573.952,0.236609,0.227719,0.462100
1673588573.962,0.229472,0.779747,0.491330
1673588573.972,0.442732,0.871487,0.129940
1673588573.982,0.149175,0.367002,0.083783
1673588573.992,0.290014,0.149593,0.679629
1673588574.002,0.924279,0.510254,0.341742
1673588574.012,0.534273,0.477331,0.055340
1673588574.022,0.492267,0.214265,0.640269
1673588574.032,0.697130,0.444928,0.260806
1673588574.042,0.929290,0.357010,0.036569
1673588574.052,0.489819,0.135826,0.283761
1673588574.062,0.560523,0.095694,0.637685
1673588574.072,0.306582,0.831391,0.574561
1673588574.082,0.729860,0.381950,0.119718
1673588574.092,0.643918,0.855930,0.164295
1673588574.102,0.600760,0.366195,0.240172
1673588574.112,0.749735,0.740442,0.658737
1673588574.122,0.652103,0.612150,0.128796
1673588574.132,0.751657,0.171176,0.771811
1673588574.142,0.959309,0.561644,0.601708
1673588574.152,0.466684,0.996720,0.450119
1673588574.162,0.578737,0.683531,0.185784
1673588574.172,0.419440,0.619019,0.422602
1673588574.182,0.535735,0.924187,0.104386
1673588574.192,0.538220,0.319285,0.160976
1673588574.202,0.810809,0.332654,0.739894
1673588574.212,0.039680,0.337959,0.732379
1673588574.222,0.558075,0.366439,0.816119
1673588574.232,0.154551,0.591021,0.396695
1673588574.242,0.271124,0.673811,0.883928
1673588574.252,0.433981,0.237508,0.510973
1673588574.262,0.187362,0.922792,0.174351
1673588574.272,0.076167,0.271920,0.050198
1673588574.282,0.888675,0.444454,0.202269
1673588574.292,0.929792,0.620139,0.401397
1673588574.302,0.885665,0.013853,0.037231
1673588574.312,0.905245,0.556857,0.871901
1673588574.322,0.448915,0.719965,0.670492
1673588574.332,0.364567,0.366403,0.127995
1673588574.342,0.636293,0.503407,0.425767
1673588574.352,0.221746,0.986755,0.301529
1673588574.362,0.871148,0.805761,0.272194
1673588574.372,0.134496,0.993387,0.212283
1673588574.382,0.053657,0.517426,0.758300
1673588574.392,0.473573,0.663691,0.092155
1673588574.402,0.537555,0.531286,0.815528
1673588574.412,0.124125,0.646907,0.323308
1673588574.422,0.316744,0.502346,0.008838
1673588574.432,0.035606,0.319853,0.799861
1673588574.442,0.518536,0.803141,0.146002
1673588574.452,0.865611,0.147547,0.749392
1673588574.462,0.829275,0.885060,0.319479
1673588574.472,0.561076,0.838825,0.948094
1673588574.482,0.033871,0.593554,0.774592
1673588574.492,0.675461,0.316268,0.533746
1673588574.502,0.602318,0.658711,0.013558
1673588574.512,0.421818,0.102310,0.198470
1673588574.522,0.768026,0.781395,0.467128
1673588574.532,0.033402,0.132577,0.564095
1673588574.542,0.539323,0.158573,0.457605
1673588574.552,0.869550,0.856986,0.045384
1673588574.562,0.540214,0.285706,0.154473
1673588574.572,0.954473,0.458027,0.768526
1673588574.582,0.754137,0.005822,0.824131
1673588574.592,0.609310,0.690427,0.315529
1673588574.602,0.651517,0.704936,0.163030
1673588574.612,0.413120,0.327354,0.211059
1673588574.622,0.042050,0.692379,0.540086
1673588574.632,0.452280,0.636780,0.424841
1673588574.642,0.716863,0.024726,0.797573
1673588574.652,0.857523,0.154180,0.911094
1673588574.662,0.581917,0.502537,0.132773
1673588574.672,0.264228,0.843671,0.299914
1673588574.682,0.111359,0.004229,0.559796
1673588574.692,0.255033,0.615233,0.493129
1673588574.702,0.685112,0.813827,0.871093
1673588574.712,0.414063,0.536154,0.729574
1673588574.722,0.892461,0.060282,0.576103
1673588574.732,0.633096,0.107100,0.107901
1673588574.742,0.184934,0.936026,0.527382
1673588574.752,0.162314,0.124154,0.700646
1673588574.762,0.544139,0.389487,0.537688
1673588574.772,0.641609,0.435758,0.323549
1673588574.782,0.305174,0.756195,0.316484
1673588574.792,0.521884,0.913849,0.646001
1673588574.802,0.169686,0.215542,0.908335
1673588574.812,0.987774,0.662385,0.405552
1673588574.822,0.750421,0.942576,0.675272
1673588574.832,0.424512,0.391581,0.033686
1673588574.842,0.750510,0.279906,0.121008
1673588574.852,0.113981,0.669293,0.570555
1673588574.862,0.348400,0.804157,0.762203
1673588574.872,0.883604,0.196737,0.694536
1673588574.882,0.480398,0.746951,0.250904
1673588574.892,0.624957,0.487124,0.958955
1673588574.902,0.225592,0.245565,0.231196
1673588574.912,0.064032,0.953532,0.502928
1673588574.922,0.255678,0.760027,0.555048
1673588574.932,0.630975,0.685383,0.405571
1673588574.942,0.168797,0.520181,0.794157
1673588574.952,0.221991,0.666185,0.236097
1673588574.962,0.334587,0.227223,0.594890
1673588574.972,0.006872,0.372434,0.711781
1673588574.982,0.959320,0.852502,0.358355
1673588574.992,0.741872,0.330474,0.401382
1673588575.002,0.765194,0.054211,0.742746
1673588575.012,0.599716,0.908176,0.055318
1673588575.022,0.016585,0.250383,0.410970
1673588575.032,0.340817,0.469939,0.271196
1673588575.042,0.563050,0.387688,0.729174
1673588575.052,0.725266,0.368947,0.316475
1673588575.062,0.276806,0.298611,0.958605
1673588575.072,0.006722,0.676308,0.114603
1673588575.082,0.914208,0.200120,0.310258
1673588575.092,0.549695,0.779486,0.363076
1673588575.102,0.094322,0.696106,0.807925
1673588575.112,0.734591,0.660891,0.344936
1673588575.122,0.394858,0.292431,0.439275
1673588575.132,0.624196,0.448893,0.537663
1673588575.142,0.281010,0.314904,0.913179
1673588575.152,0.328418,0.768001,0.393645
1673588575.162,0.258420,0.785988,0.131708
1673588575.172,0.652713,0.474596,0.759037
1673588575.182,0.637253,0.760834,0.911974
1673588575.192,0.580848,0.061930,0.317908
1673588575.202,0.432007,0.715771,0.880996
1673588575.212,0.402774,0.852135,0.021781
1673588575.222,0.794142,0.842614,0.008142
1673588575.232,0.031822,0.334540,0.023799
1673588575.242,0.990368,0.904891,0.993429
1673588575.252,0.988425,0.567519,0.996886
1673588575.262,0.635961,0.955756,0.724542
1673588575.272,0.754646,0.314081,0.674294
1673588575.282,0.270342,0.696077,0.289216
1673588575.292,0.784739,0.011837,0.516734
1673588575.302,0.024185,0.476769,0.045033
1673588575.312,0.971520,0.883490,0.731347
1673588575.322,0.965361,0.557864,0.696370
1673588575.332,0.875637,0.186208,0.688942
1673588575.342,0.306031,0.113474,0.673657
1673588575.352,0.056440,0.838344,0.599542
1673588575.362,0.627207,0.862594,0.035982
1673588575.372,0.974840,0.547617,0.071073
1673588575.382,0.205144,0.032578,0.740222
1673588575.392,0.302708,0.944134,0.810397
1673588575.402,0.322915,0.459888,0.945726
1673588575.412,0.181667,0.929454,0.945892
1673588575.422,0.249828,0.175617,0.741402
1673588575.432,0.413669,0.664773,0.307014
1673588575.442,0.317646,0.919597,0.256501
1673588575.452,0.988316,0.199553,0.768667
1673588575.462,0.665040,0.059509,0.854775
1673588575.472,0.472386,0.775260,0.265705
1673588575.482,0.280785,0.136127,0.046399
1673588575.492,0.368433,0.069309,0.715466
1673588575.502,0.899103,0.172721,0.966144
1673588575.512,0.645692,0.168728,0.584486
1673588575.522,0.764114,0.421189,0.991177
1673588575.532,0.701972,0.590486,0.929840
1673588575.542,0.177977,0.420281,0.253844
1673588575.552,0.067207,0.616259,0.777345
1673588575.562,0.742533,0.149707,0.209989
1673588575.572,0.482776,0.685034,0.877960
1673588575.582,0.120038,0.888551,0.093574
1673588575.592,0.122981,0.699329,0.183255
1673588575.602,0.245625,0.476424,0.323655
1673588575.612,0.415940,0.673568,0.951554
1673588575.622,0.835804,0.174388,0.144206
1673588575.632,0.293677,0.549099,0.499346
1673588575.642,0.086920,0.442825,0.549427
1673588575.652,0.941872,0.053195,0.862043
1673588575.662,0.582981,0.814038,0.305055
1673588575.672,0.575403,0.747052,0.986034
1673588575.682,0.358624,0.710028,0.515472
1673588575.692,0.229831,0.287983,0.698601
1673588575.702,0.393202,0.761214,0.775966
1673588575.712,0.352176,0.607100,0.909172
1673588575.722,0.684808,0.546237,0.313170
1673588575.732,0.591457,0.207004,0.802401
1673588575.742,0.209327,0.350381,0.838558
1673588575.752,0.081927,0.086510,0.359878
1673588575.762,0.308383,0.180669,0.851200
1673588575.772,0.848536,0.164187,0.806939
1673588575.782,0.139833,0.029305,0.604067
1673588575.792,0.351768,0.152556,0.999760
1673588575.802,0.080187,0.808061,0.287983
1673588575.812,0.228346,0.875175,0.410548
1673588575.822,0.081296,0.851797,0.422576
1673588575.832,0.012139,0.454080,0.920012
1673588575.842,0.792687,0.965951,0.854543
1673588575.852,0.601505,0.596062,0.961107
1673588575.862,0.934488,0.039764,0.113198
1673588575.872,0.579498,0.586768,0.266383
1673588575.882,0.647037,0.816020,0.881792
1673588575.892,0.470345,0.152686,0.648796
1673588575.902,0.262747,0.233846,0.725852
1673588575.912,0.560280,0.092607,0.602282
1673588575.922,0.117944,0.290124,0.230396
1673588575.932,0.237315,0.203397,0.297437
1673588575.942,0.360544,0.112346,0.988612
1673588575.952,0.940623,0.071979,0.549962
1673588575.962,0.774186,0.852970,0.863211
1673588575.972,0.736511,0.546758,0.566645
1673588575.982,0.006604,0.481980,0.822449
1673588575.992,0.824614,0.371296,0.887811
1673588576.002,0.576167,0.194139,0.498050
1673588576.012,0.440281,0.411953,0.972988
1673588576.022,0.495879,0.856674,0.542471
1673588576.032,0.955039,0.086693,0.379913
1673588576.042,0.680258,0.654787,0.368640
1673588576.052,0.686421,0.237872,0.748402
1673588576.062,0.161686,0.871660,0.630574
1673588576.072,0.218215,0.419975,0.136050
1673588576.082,0.210992,0.400634,0.858397
1673588576.092,0.548605,0.674948,0.564304
1673588576.102,0.687580,0.833381,0.448702
1673588576.112,0.792840,0.430434,0.527394
1673588576.122,0.289483,0.252028,0.985155
1673588576.132,0.085377,0.199500,0.407506
1673588576.142,0.107201,0.328381,0.438559
1673588576.152,0.050833,0.710998,0.203111
1673588576.162,0.108265,0.146356,0.282491
1673588576.172,0.811809,0.751835,0.296810
1673588576.182,0.344015,0.592444,0.325204
1673588576.192,0.729820,0.636973,0.160909
1673588576.202,0.983125,0.717652,0.075947
1673588576.212,0.821527,0.024988,0.354866
1673588576.222,0.555976,0.794411,0.809438
1673588576.232,0.593294,0.388080,0.771636
1673588576.242,0.523086,0.430458,0.780694
1673588576.252,0.125800,0.778156,0.516132
1673588576.262,0.227231,0.878753,0.303642
1673588576.272,0.802503,0.630321,0.967563
1673588576.282,0.664368,0.527280,0.049546
1673588576.292,0.724080,0.876147,0.282935
1673588576.302,0.685411,0.908865,0.960978
1673588576.312,0.739878,0.528121,0.989677
1673588576.322,0.320996,0.806247,0.147746
1673588576.332,0.469370,0.066123,0.789583
1673588576.342,0.865181,0.940996,0.324768
1673588576.352,0.239192,0.476260,0.836959
1673588576.362,0.022352,0.324877,0.440276
1673588576.372,0.069657,0.904945,0.320842
1673588576.382,0.376920,0.492474,0.247400
1673588576.392,0.119978,0.592336,0.711287
1673588576.402,0.076845,0.105366,0.540238
1673588576.412,0.073964,0.648182,0.438532
1673588576.422,0.947466,0.631159,0.166686
1673588576.432,0.012097,0.033842,0.195270
1673588576.442,0.851895,0.224251,0.906270
1673588576.452,0.038180,0.420390,0.023082
1673588576.462,0.001417,0.710007,0.186339
1673588576.472,0.965439,0.842295,0.686262
1673588576.482,0.290875,0.737733,0.787454
1673588576.492,0.344159,0.367329,0.511536
1673588576.502,0.194545,0.047779,0.786771
1673588576.512,0.841382,0.707011,0.830611
1673588576.522,0.163626,0.580784,0.874837
1673588576.532,0.174286,0.255251,0.634837
1673588576.542,0.684600,0.176893,0.006693
1673588576.552,0.935903,0.240962,0.449801
1673588576.562,0.168254,0.750123,0.091618
1673588576.572,0.109629,0.245427,0.028964
1673588576.582,0.634885,0.572234,0.138287
1673588576.592,0.773866,0.720685,0.444189
1673588576.602,0.535586,0.283510,0.490125
1673588576.612,0.820764,0.277440,0.397690
1673588576.622,0.669756,0.334944,0.535218
1673588576.632,0.448029,0.702958,0.165429
1673588576.642,0.349949,0.751151,0.258935
1673588576.652,0.451244,0.487449,0.499444
1673588576.662,0.185336,0.984241,0.756659
1673588576.672,0.698918,0.829040,0.834749
1673588576.682,0.136452,0.981548,0.131064
1673588576.692,0.455857,0.987088,0.709770
1673588576.702,0.975562,0.925120,0.519521
1673588576.712,0.826951,0.968339,0.940007
1673588576.722,0.614241,0.813688,0.117770
1673588576.732,0.873623,0.529616,0.485455
1673588576.742,0.471409,0.476630,0.613460
1673588576.752,0.855505,0.071826,0.060091
1673588576.762,0.481663,0.815681,0.637669
1673588576.772,0.976350,0.289115,0.553278
1673588576.782,0.640090,0.305476,0.086618
1673588576.792,0.265898,0.572542,0.177072
1673588576.802,0.688601,0.899919,0.448549
1673588576.812,0.236828,0.900888,0.356924
1673588576.822,0.325310,0.249942,0.683500
1673588576.832,0.580837,0.739669,0.034060
1673588576.842,0.522867,0.794866,0.096398
1673588576.852,0.914358,0.637159,0.589994
1673588576.862,0.063425,0.245798,0.220511
1673588576.872,0.011595,0.428858,0.419474
1673588576.882,0.927737,0.926512,0.181438
1673588576.892,0.643796,0.088796,0.944970
1673588576.902,0.388338,0.631681,0.507544
1673588576.912,0.545018,0.606027,0.847413
1673588576.922,0.469932,0.960148,0.982369
1673588576.932,0.365696,0.329117,0.587987
1673588576.942,0.229260,0.762345,0.781868
1673588576.952,0.538550,0.238931,0.934377
1673588576.962,0.055614,0.925945,0.111308
1673588576.972,0.404694,0.357588,0.995306
1673588576.982,0.135987,0.960883,0.507885
1673588576.992,0.681964,0.252940,0.313703
1673588577.002,0.791501,0.113778,0.880546
1673588577.012,0.722575,0.624119,0.007036
1673588577.022,0.522919,0.498874,0.320582
1673588577.032,0.481701,0.217303,0.515814
1673588577.042,0.887432,0.779637,0.565443
1673588577.052,0.810799,0.821859,0.146467
1673588577.062,0.941748,0.671676,0.276479
1673588577.072,0.857453,0.402729,0.232776
1673588577.082,0.527151,0.788489,0.215286
1673588577.092,0.645813,0.512956,0.100048
1673588577.102,0.270037,0.164747,0.288006
1673588577.112,0.857338,0.277539,0.281914
1673588577.122,0.541725,0.379416,0.353479
1673588577.132,0.111676,0.401467,0.637105
1673588577.142,0.204676,0.315745,0.132990
1673588577.152,0.767387,0.233516,0.493166
1673588577.162,0.165148,0.000846,0.936322
1673588577.172,0.143657,0.818932,0.868440
1673588577.182,0.272190,0.559651,0.361269
1673588577.192,0.703738,0.753799,0.311743
1673588577.202,0.459877,0.414051,0.952924
1673588577.212,0.478574,0.098137,0.302796
1673588577.222,0.145052,0.238940,0.505998
1673588577.232,0.085071,0.891284,0.130934
1673588577.242,0.978004,0.913684,0.488976
1673588577.252,0.340039,0.496798,0.569717
1673588577.262,0.079648,0.535562,0.581552
1673588577.272,0.900231,0.836967,0.216911
1673588577.282,0.194168,0.066751,0.997150
1673588577.292,0.765922,0.476526,0.161857
1673588577.302,0.381172,0.330416,0.941635
1673588577.312,0.124179,0.347634,0.896433
1673588577.322,0.004647,0.942444,0.126395
1673588577.332,0.199774,0.433733,0.698640
1673588577.342,0.873327,0.355151,0.969445
1673588577.352,0.095574,0.366045,0.003656
1673588577.362,0.359429,0.651065,0.460394
1673588577.372,0.491695,0.778877,0.924800
1673588577.382,0.623302,0.495273,0.343322
1673588577.392,0.034485,0.890966,0.090644
1673588577.402,0.100523,0.261655,0.966147
1673588577.412,0.735794,0.972662,0.366171
